RegionID,RegionName,City,State,Metro,CountyName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
92196,78006,Boerne,TX,San Antonio-New Braunfels,Kendall County,1692,204061,203591,201782,201520,202264,203431,203760,203494,203651,204516,204780,204469,203863,205067,205874,207115,206988,207177,208091,209094,209801,208900,207222,205931,204588,204227,204138,203574,202844,202311,203095,203623,204035,202838,202685,203084,204930,205904,206594,207170,207481,206962,207196,207934,209054,209085,209658,210142,210911,209894,209884,208559,208563,208717,209111,209358,208403,208157,207897,207610,206804,205164,203547,202675,202839,203000,203143,203381,204164,205397,206475,207497,208061,208767,209104,209230,209401,209755,209718,209811,210106,210702,211731,211497,212137,212411,213511,214704,215268,215688,214869,213053,211283,211608,213808,216022,218013,218941,220977,221467,222054,222988,224787,227391,230050,232089,233529,234067,235862,239449,243766,247438,250515,253222,255712,256814,256992,257344,257758,259156,260236,262354,264178,265927,266552,267812,269184,271311,273250,275077,276651,277370,277865,277915,278366,278634,279607,280731,282081,283062,283367,283357,282928,282712,282735,283087,283326,284403,284532,284843,284216,284511,284423,284293,283784,283699,283506,283260,282401,281723,281014,280946,280632,280824,280368,280059,279432,279145,279100,279280,279214,279074,278945,277955,276842,275372,274853,274137,273226,272681,272249,272212,272003,272111,271916,271918,271777,272329,272502,272944,273113,273682,274009,274577,275003,275737,276478,276999,277579,278348,279442,281041,282366,283784,284749,286250,287918,289616,291309,293277,294642,295829,296870,298750,300752,302687,304472,306120,307652,308975,310323,311953,313848,315819,317482,319167,320965,323081,324902,326693,328339,330185,331943,332407,332840,333079,334739,336153,337431,338796,340376,342223,343732,345393,346980,348894,350326,352082,354197,356849,359099,360943,362578,363887,364964,366049,367773,368891,370132,371316,373115,374290,375470,376779,378467,379789,380905,381977,382987,383243,383749,384462,386133,387704,389164,390658,392079,393585,394728,395830,397330,398550,399351,399736,400107
92328,78232,San Antonio,TX,San Antonio-New Braunfels,Bexar County,1786,150923,150495,150269,150094,150171,150384,151000,151273,151345,151243,151321,151213,150608,150281,150310,150582,150585,150445,150467,150730,151178,152141,152915,153528,153275,153116,153042,153137,153260,153459,153821,153944,153975,153911,154096,154345,154764,155170,155759,156166,156547,156807,157213,157723,158416,159124,159640,159917,160137,158873,157446,156064,156303,156437,156448,156259,155990,155735,155414,155223,154923,154660,154430,154253,154359,154426,154560,154490,154633,154648,154623,154576,154802,155050,155269,155573,156250,156949,157572,158136,158362,158525,158367,158389,158263,158395,158867,159395,160020,160488,160966,161066,161383,162824,165238,166771,168253,168552,169199,169254,169271,170180,170365,171133,171076,171345,171667,172158,172590,173016,173593,174125,174856,175618,176697,177327,177788,178035,178427,178946,179883,181222,182982,184775,186411,187937,189312,190541,192133,193478,194038,193777,193488,194482,195825,197782,199533,201391,202822,204144,204967,204193,202741,201512,201618,201854,201847,201778,201393,201057,200663,200607,200468,200035,199133,198256,197511,197080,196518,196066,195303,194642,194081,194025,193995,193887,193918,194307,194863,195637,195917,196159,196181,196216,195798,194669,193759,192847,192046,191925,191913,192092,191346,191134,191056,191401,191493,191777,191711,191649,192066,193292,194849,196286,197577,198269,198382,197746,197627,198460,199577,200882,201701,202486,203107,203630,204711,205942,207604,209152,210627,211411,212054,212754,214056,215247,216195,217615,218461,219481,219493,219970,220654,222002,223628,224748,226341,227615,229163,229887,231319,232567,233974,234424,235087,235505,236931,238403,239192,240242,241911,244175,245535,245922,245922,246064,246160,246990,248579,251262,254127,256148,257002,257498,258351,259734,261225,262802,264413,266008,266225,266051,266056,267532,268906,270529,271395,272164,272394,272042,272152,271968,273456,274958,277258,278392,279465,280016,280221,280365,280161,280643,280822,281328,280971
92313,78217,San Antonio,TX,San Antonio-New Braunfels,Bexar County,1954,88878,88620,88482,88465,88468,88596,88835,89039,89172,89124,89033,88921,88843,88777,88632,88423,88297,88170,88186,88091,88051,88587,89165,89726,89572,89559,89579,89758,89782,89853,89906,90044,90156,90269,90398,90699,91083,91518,91869,92220,92620,93055,93501,93873,94189,94435,94644,94722,94711,93800,92945,92003,91934,91827,91797,91753,91745,91711,91603,91424,91184,90954,90796,90794,90916,90995,91079,91086,91133,91197,91297,91523,91782,92007,92215,92484,93017,93525,93979,94367,94582,94694,94572,94550,94620,94940,95321,95733,96106,96452,96618,96525,96573,97374,98940,100064,100992,101223,101949,102579,103082,103928,104322,105190,105402,105715,105864,106220,106839,107394,107621,107702,107805,108074,108468,108689,108985,109102,109419,109663,110003,110544,111446,112229,113075,114082,115298,116351,117346,118092,118278,117969,117971,118892,120312,121845,123131,124401,125326,125978,126227,125646,124909,124220,124268,124411,124337,124136,123384,122796,122400,122378,122144,121521,120834,120261,119972,119769,119616,119440,118978,118642,118601,119036,119349,119439,119461,119772,120098,120448,120333,120229,120152,120018,119490,118472,117734,117240,116885,116673,116202,115613,114645,114184,114102,114543,114639,114842,114585,114437,114575,115291,116112,116619,116909,116929,116959,116498,116392,116526,117063,117848,118342,118584,118729,119026,119826,120738,121670,122513,123183,123716,124234,124676,125337,125990,126657,127673,128402,128970,128818,128860,129261,130058,130971,131574,132639,133550,134644,135139,135930,136820,138106,138657,139156,139347,140259,141329,141948,142794,144014,145698,146752,147109,147383,147857,148384,149172,150496,152416,154256,155477,155895,156284,157011,158047,159109,159807,160747,161693,162431,162776,163211,164487,165689,167025,168053,169229,170102,170236,170707,171043,172384,173415,174762,175405,176012,176680,177335,177984,178398,179114,179471,179935,179911
92288,78154,Schertz,TX,San Antonio-New Braunfels,Guadalupe County,2015,132639,132316,131957,131584,131347,130548,130199,129643,129685,129453,129206,129221,129149,129006,128457,128165,128186,128485,129205,130134,131036,131833,132214,132554,132514,132752,133408,134354,135306,135714,135722,135465,135244,134944,134943,135123,135829,136381,136733,136723,136766,137358,137859,138150,138340,138435,138701,138613,138627,137393,136173,134721,134377,134259,134649,135165,135387,135042,134297,133612,133257,133162,133129,133157,133288,133059,132743,132363,132314,132378,132359,132670,132997,133588,134128,134814,135644,136506,137385,138339,138871,138979,138705,138355,138462,138859,139666,140346,141011,141752,142326,142425,142360,143258,145478,147565,149588,150560,151882,152450,152549,152798,153025,154136,155443,156894,158295,158277,158000,157248,157552,157876,158527,159049,159609,160045,160298,160668,161178,162237,163255,164429,165496,166882,167827,168701,169605,170695,172003,172484,172816,172441,172630,172761,173254,173523,174011,174608,175631,176749,177712,178375,178511,178366,178217,178303,178371,178509,178513,178667,178601,178358,178055,177853,177854,177985,177559,177110,176357,175996,175564,175579,175755,175927,175557,174943,174351,174420,174888,175950,175998,175902,175236,174876,174068,173342,172968,173169,173031,173025,172728,172529,172232,172215,172456,172559,172243,172043,171781,171839,171829,172289,172771,173361,173318,173276,173330,173538,173840,173936,174197,174646,175065,175584,175263,175000,175064,175965,176693,177345,177764,178168,178667,179412,180099,180757,181126,182436,183617,184713,185063,185287,185823,186834,187768,188582,189280,190101,191129,192159,193235,194011,194830,195556,196282,196663,197282,197863,198286,198711,199395,200283,201055,201729,202457,203059,203321,203633,203954,204861,205879,206921,207946,209000,210111,210938,211624,212210,212815,213386,214223,214828,215860,216784,217853,218942,220078,221136,221916,222308,222756,223104,223785,224562,225438,226257,226933,227593,228106,228752,228999,229685,229980,230330,229905
92314,78218,San Antonio,TX,San Antonio-New Braunfels,Bexar County,2329,71672,71685,71722,71786,72038,72333,72671,72787,72827,72888,72939,73011,73042,72959,72868,72723,72801,72903,72997,72963,72911,73380,73788,74102,73900,73890,74056,74281,74374,74343,74439,74625,74859,74964,75141,75432,75820,76205,76539,76886,77142,77316,77400,77515,77824,78184,78459,78477,78318,77647,76985,76399,76389,76490,76584,76625,76556,76429,76248,76127,76021,75935,75858,75868,76078,76152,76271,76114,76037,75898,75845,75898,76128,76409,76711,76950,77261,77455,77696,78002,78215,78336,78256,78281,78205,78382,78553,78905,79288,79823,80176,80167,80272,81077,82392,83192,83847,84059,84908,85493,86038,86680,87265,88101,88433,88565,88712,89385,90098,90697,90615,90412,90569,90970,91479,91436,91314,91227,91264,91134,91192,91460,92142,93058,93874,94618,95242,96087,97146,97818,98136,98139,98099,98265,98795,99441,100242,100698,101176,101187,101112,100489,99990,99591,99718,99876,100001,99960,99502,99049,98648,98541,98226,97655,96980,96481,96133,95899,95450,95201,94794,94849,94701,94830,94778,94652,94615,94472,94612,94682,94635,94806,94798,94625,93842,92874,92034,91317,90572,90270,89876,89650,89007,88526,88118,87976,87764,87764,87549,87526,87747,88280,89051,89655,90049,90370,90447,90255,90208,90441,91154,91801,92314,92657,92962,93110,93339,93448,93996,94911,96183,96924,97337,97285,97532,97739,98161,98799,99379,99983,100069,100295,100632,101528,102591,103516,104567,105324,106072,106651,107733,108637,109450,110174,111180,112151,113270,114572,115511,116377,117241,118465,119347,119854,119703,119898,120249,121516,122834,124897,126790,128166,128614,129084,129992,130946,131767,131997,132690,133685,134626,135104,135401,136594,137953,139357,140134,140873,141562,141699,141945,142022,143263,144360,145788,146598,147598,148418,149210,149930,150738,151671,151913,152088,151694
92255,78108,Cibolo,TX,San Antonio-New Braunfels,Guadalupe County,2464,168264,167262,166450,166910,166706,166394,165910,165832,165529,165010,164532,164414,164299,164172,164119,164043,163850,163253,163031,163089,163372,164137,164757,165052,164542,164166,164323,164966,165490,165888,166185,166434,167053,167366,168136,169083,170988,172401,173502,173721,174838,176081,177484,178372,179312,179687,179901,179864,180683,179943,179436,177571,176815,175879,175876,175912,175104,174435,173400,172865,171551,170511,169536,169110,169509,169271,169399,168638,168357,167600,167631,167648,168009,167863,168379,168467,169004,169730,171743,173507,174745,174531,174369,173822,174550,175265,176562,177429,178423,179316,179360,179478,179811,181711,184445,185644,187262,188144,189437,189931,189463,190263,189076,189703,189813,191173,192019,192746,192771,192567,192722,193944,195209,196435,197410,198017,198669,199103,199523,199879,200690,201495,202448,203148,203696,204268,205323,206893,208221,208894,209421,210448,211760,212682,213143,213520,214109,214756,215035,215088,214892,214855,214439,213780,213137,212785,212531,212411,211824,211402,211182,211291,211497,211775,212174,212448,211970,211389,210361,209556,208842,208395,208172,207535,206773,206232,205988,206383,206664,207896,208135,208035,207256,206888,206299,205484,204701,204276,203688,203133,202450,202108,201702,201370,200827,200260,199593,199407,199358,199657,199627,200078,200497,201125,200834,200542,200383,200184,199976,199434,199348,199366,199497,200047,199706,199416,199275,200124,200811,201514,202266,203048,203713,204333,204299,204457,204383,205516,206692,207754,208595,208826,209342,209984,211090,212432,213391,214186,214872,216078,217174,218158,219039,219541,219966,219833,220333,220606,221038,221488,222026,222633,223044,223737,224339,224791,225012,225544,226172,226760,227228,227667,228466,229431,230482,231140,231781,232280,233004,233455,234555,235122,235996,236473,237353,238322,239031,239903,240620,241404,242059,242711,243226,243549,243506,244032,244671,245389,245709,246137,246483,247439,248048,248370,247806
92306,78210,San Antonio,TX,San Antonio-New Braunfels,Bexar County,2722,57927,57771,57842,58060,58394,58727,58915,58958,58805,58817,58761,58734,58698,58710,58735,58826,59174,59523,59904,60082,60175,60724,61271,61894,61810,61895,61943,61959,61883,61898,62033,62132,62161,62324,62470,62586,62826,63045,63396,63770,64449,65172,65719,65992,66265,66645,66932,67087,66798,66223,65872,65793,66293,66615,66902,66868,66729,66699,66610,66501,66161,65839,65712,65602,65606,65203,64901,64462,64249,64197,64332,64427,64337,64194,64199,64188,64294,64547,64934,65290,65339,65444,65265,65253,65272,65672,66019,66354,66916,67484,67964,67878,67846,68261,69455,70582,71787,72363,73076,73469,73969,74528,74753,75056,75116,75660,76040,76305,76299,76212,76286,76090,76175,76460,77339,77789,78109,78018,78411,78769,78890,78993,79448,80257,81193,82160,83102,83832,84388,84868,84934,84458,84106,84311,84912,85509,85862,86001,86110,85939,86298,86447,87051,87294,87522,87338,87106,87309,86752,86240,85493,85870,86023,85491,84593,83689,83607,83372,82844,81947,80645,80667,80748,81502,81762,81455,81062,80477,80392,80393,79777,79553,79589,80437,80900,80914,80217,79206,78087,77406,76767,76458,75927,76047,76046,76331,76259,76200,76261,76297,76311,76346,76925,77741,78316,77884,77230,76750,76679,77032,77312,78012,78602,78876,78702,78322,78188,77894,77945,77869,78249,78222,78516,78591,78997,79249,79764,80848,81649,82314,81852,82106,82380,83559,84201,84664,85005,85662,86655,87475,88187,88996,90075,90685,91031,91129,91626,92407,92818,93536,94311,95663,96954,98217,97758,97159,96806,98558,100872,103237,105679,107682,109871,111730,114116,116370,118692,119341,119813,120151,120933,120772,120599,122128,124183,126154,127291,128914,131247,132160,133583,134098,136545,138685,141475,143972,146227,147430,148174,148538,149696,150234,150455,150747,151158
92273,78132,New Braunfels,TX,San Antonio-New Braunfels,Comal County,3085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257735,259141,261895,266869,270961,273629,275261,277573,279573,281695,283374,285288,286180,287312,287032,287236,288049,290042,292382,294242,296520,299188,301236,303334,303779,304499,304775,306068,306350,306084,306600,308270,309530,310188,311147,312268,312519,312124,312571,313065,313999,315201,316946,318762,317561,315682,313327,313020,313080,312876,313593,313631,313449,312320,311375,308451,305999,303957,304164,304513,304788,305365,304970,305420,305928,306193,306360,306750,307853,307975,307252,303358,302432,301352,303145,302230,301853,301714,301605,300900,300383,300240,300978,301240,301805,302453,303886,305213,306510,306998,307665,308402,310455,311945,313448,314318,315638,316823,318298,319348,321020,322960,323749,325060,326076,327597,327466,327605,327580,327810,327194,328082,329654,332287,333930,335555,337003,339677,342247,344696,346864,349048,350938,352829,355460,358474,360782,362359,363081,364610,365836,367406,367876,368981,369551,370288,369783,369349,370302,371872,374115,375586,376765,378787,381407,384875,386991,388658,390062,391393,392005,392094,392376,393543,395299,398696,402533,406242,407763,408285,408322,409134,410859,411686,412356,412478,412930,414108,413770,413949,414319,415568,416641,417477,418395,420743,424037,426187,428585,429078
92317,78221,San Antonio,TX,San Antonio-New Braunfels,Bexar County,3124,61236,60981,60921,61084,61446,61640,61686,61600,61758,62229,62629,62988,63061,63196,63258,63404,63698,64014,64213,64180,64059,64493,65064,65749,65860,65957,66074,66165,66287,66254,66417,66411,66473,66579,66814,67232,67551,67890,68062,68188,68377,68764,69277,69785,70266,70682,71079,71120,70960,70148,69522,68919,69003,69057,69237,69178,69068,68974,68850,68828,68661,68446,68188,67975,68080,67980,67758,67299,67086,67260,67607,67839,67924,68141,68429,68690,68898,69249,69725,70118,70258,70193,69997,69858,69755,69817,69998,70381,71010,71654,72112,72103,72145,72971,74433,75851,76918,77691,78664,79372,79971,80565,80874,81381,81623,82114,82597,83247,83351,83221,82679,82287,82033,81968,82550,82612,83014,83077,83583,83967,84638,85156,85690,86263,87109,88390,89263,90029,90359,91036,91556,91753,91673,91827,92461,93117,93745,94039,94534,95047,95423,95323,95239,95540,96026,96082,95717,95444,94978,94559,93893,93300,92437,90834,89152,87529,86971,86809,86528,86328,85720,86151,86253,87152,87442,87339,86648,85923,85636,85730,85422,85333,85529,86100,86307,85798,85175,84599,83719,83528,83120,83007,82505,82451,81619,81117,80576,80888,80324,79455,78196,77442,77437,78368,79084,79224,79134,79197,79151,79302,79738,80694,81729,82713,83472,83921,84012,84215,84295,84559,84843,85088,85513,85358,85189,84432,84295,84737,85821,86582,86460,86084,86058,86757,87472,87577,88014,88154,88888,89130,89807,90251,91014,91658,92930,93659,94718,95281,95938,96673,97577,98573,99625,100485,100691,100469,100441,101346,102812,104999,107241,108894,110042,111065,112805,114244,115865,116162,116669,117443,118663,119126,119171,119891,121108,122034,122417,122789,123416,123370,123889,123981,125465,126532,128304,129572,130443,130949,131516,132309,133091,133889,133592,133813,133340
92308,78212,San Antonio,TX,San Antonio-New Braunfels,Bexar County,3407,79383,79823,80147,80662,81161,81507,81575,81623,81610,81782,81707,81879,81444,80844,80094,79464,79478,80097,81027,81550,81532,81569,81684,81886,82257,82569,83004,83575,84093,84432,84373,84172,84165,84204,84652,84979,85413,85803,86112,86244,86553,87143,87731,88184,88396,88848,89090,89138,88882,87840,87033,86209,86432,86819,87398,87725,87806,88089,88073,88099,87737,87842,88068,88442,88665,88751,88659,88441,88043,87943,88064,88402,88764,89029,89312,89396,89639,89673,89611,89800,90086,90614,90665,90741,90795,90620,90622,90623,91379,92335,93104,93420,93601,94744,96291,97433,98246,98617,99213,99693,100170,101189,101533,101884,101475,101564,101886,102361,102717,103028,103366,103489,103731,104273,105254,105971,106383,106577,106977,107451,107651,107928,108346,109255,110552,111808,112894,113370,113958,114428,114692,114515,114309,114643,115348,115805,116119,115917,116091,115971,116438,116353,116344,116101,116145,116163,115840,115756,115062,114768,114300,114532,114673,114118,113227,112503,112221,111725,111067,110402,110042,110082,110311,110590,110439,109931,109426,109099,109354,109934,110211,110613,110771,111028,110707,110302,109688,108906,107812,106924,106039,105377,104411,104056,103888,104304,104183,104345,104019,104196,104181,104655,105326,106447,107731,108323,108154,107381,107514,108048,109080,109806,110451,110880,111099,111612,112216,112870,112846,113111,113984,115258,116408,117095,118300,119304,120343,121387,122249,122934,122479,122753,123408,125284,126780,127662,128908,129984,131291,132163,133793,135997,138528,139088,139404,138905,140583,142078,143549,144622,146659,149095,150894,151562,151135,151790,152651,154743,156470,158721,161108,163056,164416,165127,165988,167045,168388,168374,168984,169600,171253,171485,171894,173406,175285,177246,178855,180887,182514,181581,180223,178806,179966,181508,183213,184000,184864,185704,186411,186755,187004,187915,189015,189866,189900
92356,78260,San Antonio,TX,San Antonio-New Braunfels,Bexar County,3689,211378,210669,210345,211159,212223,213612,215503,217334,218588,217982,216491,215977,216107,216389,216480,216171,215970,215375,214812,214753,215120,216066,216620,216208,215541,214992,215466,216485,217521,218588,219288,219641,219441,218097,217682,218521,220391,222376,223909,225615,227194,228405,229116,229991,230934,232510,233426,234625,235685,234049,232037,228875,227627,226309,225764,225483,225102,224589,224079,223500,223093,222903,222336,222326,223252,224189,224837,224635,224825,224636,225020,225292,225776,225735,225781,225895,226761,227756,229053,230211,231394,232093,232134,231817,231570,231340,231802,232125,232563,232272,232299,232263,233008,235408,239246,242457,245201,247014,249169,251297,252747,255368,256409,257946,258025,258536,259312,259833,260305,260169,260837,261537,262624,263634,264909,265943,266668,266871,267084,267679,268630,270355,272493,275296,278038,280683,283473,286010,289194,291321,292207,291718,291840,293869,296263,298204,299190,299835,300225,300549,300984,300137,298825,297142,296289,295462,294345,293153,290639,288336,286126,285237,283934,282509,280606,279234,278168,277734,276640,275295,273586,273038,272639,272519,271900,271961,272451,273426,274082,274806,275272,275633,275862,275771,274639,272315,270495,269906,269614,269637,268847,268504,267204,266925,266426,266670,266781,267408,267354,267856,268888,271143,272732,274712,276271,277518,277728,277229,277373,278455,280002,281901,282986,283827,283959,284356,285610,287354,289410,291491,293331,294351,294980,295874,297488,298813,299793,301347,302603,303529,303402,303416,303902,305141,306770,308005,309766,310915,312216,312258,313209,314203,315895,316779,317797,318200,319592,321195,321865,322559,323940,326317,327558,327162,327187,327506,327877,328128,329529,332502,335207,336367,336283,335979,336297,337101,338075,339180,340087,341140,341011,340753,340626,342683,344632,346797,347684,348135,348241,347958,348522,348422,349930,351356,353905,354777,355478,355509,355348,354978,354616,354937,355926,357359,357993
92333,78237,San Antonio,TX,San Antonio-New Braunfels,Bexar County,3819,38595,38440,38334,38198,38087,38295,38514,38899,38946,38934,38876,38943,39196,39541,39871,40165,40180,40255,40241,40304,40284,40661,41156,41631,41586,41498,41466,41438,41476,41476,41688,41837,41999,42203,42403,42768,43057,43292,43408,43643,43946,44245,44630,44897,45117,45137,45240,45452,45594,45355,45042,44752,44885,44931,44803,44671,44469,44383,44187,43997,43553,43200,43031,43022,43041,42958,43119,43118,43092,43085,43296,43559,43937,44155,44489,44142,44084,43806,44063,44241,44405,44342,44212,44079,44026,44103,44168,44415,44518,44744,44884,45080,45356,45956,46722,47381,48135,48634,48944,49208,49420,50171,50446,50871,50842,51140,51429,51725,51877,51809,51912,51861,52119,52399,53021,53106,53309,53125,53681,53979,54160,53937,54022,54287,54495,54896,55252,55743,55844,55997,55993,55925,56076,56347,56807,57325,57866,58418,58675,58746,58846,58643,58497,58104,57937,57731,57341,56997,55859,55174,54611,54882,54484,53793,53350,53848,54785,55389,55570,55864,56672,57770,58328,58489,58240,58295,57986,57560,57176,57260,57394,57369,57389,57194,56884,56313,56113,55676,55182,54803,54637,54545,54321,54448,54403,53499,52692,52176,52395,52294,51876,51340,50972,50950,50974,50241,49552,48693,48381,48321,48628,49261,49831,50323,50711,51157,51870,52409,52536,52418,52631,53036,53799,53968,53933,53389,52692,52749,52943,53564,53811,54638,55756,56811,57387,57276,57216,57226,57759,58534,59380,60096,60921,61666,62783,63227,63822,64556,65164,66431,67260,67883,68057,68288,69094,69624,69855,70090,70605,72265,73809,74129,73836,73333,73717,74406,75616,75813,75179,74724,75338,75688,75804,76611,78142,79799,80878,82692,84423,86328,87809,89127,90484,92191,93962,95700,96798,97873,98265,98505,97979,97848,96939,96447,95816
92355,78259,San Antonio,TX,San Antonio-New Braunfels,Bexar County,4022,167431,167205,167256,167388,167561,167935,168442,168665,168560,168716,168805,169038,168722,168561,168222,168330,168287,168526,168611,168586,168530,169055,169659,170224,170054,170041,170226,170459,170713,170973,171249,171460,171518,171433,171596,171975,172958,173980,175136,176120,177250,178045,178875,179560,180482,181130,181521,181724,181871,180322,178490,176736,176626,176925,177563,178287,178682,178440,178109,177631,177164,176713,176480,176539,176983,177398,177774,177982,178485,178981,179233,179163,179427,179695,180124,180413,181095,181726,182315,182882,182940,182774,182228,182086,182417,182963,183575,184163,185042,185904,186371,186175,186294,187576,190314,192199,193811,194146,195389,195799,195613,195959,196243,197502,198088,198971,199771,200022,199980,199844,200051,200635,201644,202851,204259,205151,205977,206312,206657,207290,208547,210484,212643,215089,217212,218818,220012,221300,223082,223990,223682,222818,222201,223065,224310,225914,226977,227329,227385,227104,227231,225918,224451,222814,222352,221830,221238,220628,219662,218532,217581,217105,216625,216020,215118,214437,213793,213219,212224,211187,209921,209189,208571,208534,208169,208160,208277,208933,209677,210548,211019,211291,211537,211844,211242,210105,208960,208415,207794,207769,207493,207474,206705,206513,206032,205996,206027,206389,206281,205975,206419,207938,209694,211240,212330,212823,212728,211954,211796,212486,213546,215164,216157,217009,217083,217399,218366,219626,221243,222731,224334,225186,225833,226460,227743,228811,229717,231182,232298,233462,233298,233425,233887,235123,236854,237910,239568,240824,242381,243053,244324,245503,246928,247834,248872,249359,250448,251671,252264,253133,254464,256574,257667,257663,258152,258790,259400,260006,261340,263856,266241,267805,268248,268200,268309,268833,269649,270520,271321,272307,272311,272140,272049,273484,274926,276487,277481,278259,278769,278728,279164,279205,280685,282166,284210,284856,285262,285197,285048,285097,284844,285144,285368,286168,286174
92335,78239,Windcrest,TX,San Antonio-New Braunfels,Bexar County,4025,90902,90701,90503,90470,90478,90777,90934,91019,90904,90828,90737,90697,90585,90616,90758,90887,91024,90965,91101,91083,91108,91696,92282,92881,92756,92553,92461,92565,92698,92837,92812,92842,92783,92855,93086,93413,93795,94184,94594,94908,95278,95641,96105,96561,96991,97415,97584,97709,97734,96912,96050,95132,95110,94971,94805,94612,94593,94527,94310,93855,93409,93089,92988,92963,93130,93281,93415,93440,93324,93263,93299,93630,94001,94282,94462,94722,95112,95367,95565,95696,95925,96108,96178,96129,96184,96492,97040,97510,97971,98331,98755,98953,99268,100095,101376,102553,103593,104066,104626,105015,105501,106328,106787,107470,107893,108398,108926,109067,109395,109750,110151,110312,110413,110808,111361,111690,111791,111907,112166,112637,113068,113602,114481,115433,116448,117158,118240,119133,120119,120413,120295,120093,120170,120959,121387,121976,122545,123409,123979,124325,124493,123931,123199,122448,122340,122167,121937,121463,120650,119908,119354,118939,118308,117497,116748,116213,115657,115180,114685,114400,113462,112815,112191,112620,112738,113028,112948,113083,113168,113325,113350,113598,114127,114444,114021,113015,112172,111411,110806,110423,109989,109578,108234,107291,106160,106158,106118,106430,106214,105730,105505,105769,106358,106802,107124,107402,107612,107309,107244,107480,108217,108955,109337,109494,109575,109996,110722,111579,112702,113758,115015,115424,115959,116430,117359,118106,118838,120008,120937,121651,121455,121443,121523,122264,123314,124064,125095,125829,126870,127576,128658,129752,131000,131769,132624,133141,134101,135122,135769,136425,137327,138541,139527,139798,140111,140495,140911,141783,142962,144920,146538,147527,147796,148064,148881,149964,150989,151531,152198,152984,153416,153486,153730,154812,155979,157024,157829,158560,159038,159078,159568,160122,161581,162792,164689,165864,167029,167740,168593,169362,170277,171159,171820,172365,172443
