Year,Campus Id,Campus Name,District Id,District Name,County Name,Region Number,Charter School,Alt Ed Type,Alt Ed Campus,Alternate Education,Disciplinary Alt Ed Program,Juvenile Justice Alt Ed,Grade Span,School Type,Composite Academic Progress Percentile  (3 Year Avg),Composite Progress Z-Score (3 Year Avg),Composite Academic Progress Quintile  (3 Year Avg),Math Progress Z-Score (3 Year Avg),Math Progress Z-Score,Math Progress Z-Score standard error,Reading Progress Z-Score (3 Year Avg),Reading Progress Z-Score,Reading Progress Z-Score standard error,TEA Accountability Rating,Smart Score,Spending Index,Spending Score,Cost-Adjusted Core Operating Expenditures Per Student (3 Year Avg),Cost-Adjusted Core Operating Expenditures Per Student,Core Operating Expenditures Per Student (not cost adjusted),Core Operating Expenditures (not cost adjusted),Core Payroll Expenditures (not cost adjusted),Campus Cost Deflator,Total Operating Expenditures Per Student (not cost adjusted),Urban County Indicator,ACS Comparable Wage Index,High School Comparable Wage Index,Enrollment,% Economically Disadvantaged,% LEP,% Special Education,% Student Mobility,% Students Early Childhood Education,% Students Pre-Kindergarten,% Students Kindergarten,% Students Grade 1,% Students Grade 2,% Students Grade 3,% Students Grade 4,% Students Grade 5,% Students Grade 6,% Students Grade 7,% Students Grade 8,% Students Grade 9,% Students Grade 10,% Students Grade 11,% Students Grade 12,% Students Bilingual/ESL,% Students Career and Technical,% Students Gifted and Talented,% Students Asian,% Students White,% Students African American,% Students Hispanic,% Students Pacific Islander,% Students American Indian,% Students Two Or More Races,% Students At-Risk,Fiscal Peers Group,Number of Campus Matches,Latitude,Longitude
2018,016902001,BLANCO H S,016902,BLANCO ISD,BLANCO,13,N, ,N,N,N,N,09-12,S,19,-0.071999997,1,-0.12521408,-0.3058247,0.12800772,-0.01960244,0.012941435,0.07597968,Met Standard,1.5,High Spending,2,9892.333333,8644,7260,2308741,2151411,1.204565312,8618,0,0.877,0.888,318,40.599998,4.0999999,8.5,7.3000002,0,0,0,0,0,0,0,0,0,0,0,28,28,22.6,21.4,4.0999999,94.699997,10.4,0.30000001,63.5,0.30000001,33,0,0,2.8,37.400002,0,40,30.0997,-98.4313
2018,016902041,BLANCO MIDDLE,016902,BLANCO ISD,BLANCO,13,N, ,N,N,N,N,06-08,M,30,-0.024,2,-0.045679163,-0.011863176,0.11747625,-0.002548375,-0.005413882,0.073920161,Met Standard,2,High Spending,2,8263,7124,5958,1602640,1534118,1.204565312,6837,0,0.877,0.888,269,43.099998,6.3000002,9.6999998,9.8000002,0,0,0,0,0,0,0,0,27.9,36.099998,36.099998,0,0,0,0,6.3000002,0,7.4000001,0.40000001,58.400002,1.1,39,0,0,1.1,39,0,39,30.1064,-98.4303
2018,016902101,BLANCO EL,016902,BLANCO ISD,BLANCO,13,N, ,N,N,N,N,EE - 05,E,81,0.14399999,5,0.11642839,-0.049935337,0.12061121,0.17253561,0.1062184,0.077593878,Met Standard,3,Very High Spending,1,8345.333333,7638,6380,2813795,2710160,1.204565312,6792,0,0.877,0.888,441,48.299999,10.9,12,9.8000002,0.5,7.5,12.7,14.7,13.8,15.6,15.6,19.5,0,0,0,0,0,0,0,10.9,0,5.9000001,0.2,50.799999,0.5,47.799999,0,0,0.69999999,35.799999,0,40,30.1053,-98.4218
2018,017901001,BORDEN COUNTY SCHOOL,017901,BORDEN COUNTY ISD,BORDEN,17,N, ,N,N,N,N,KG - 12,B,73,0.116,4,0.092034541,-0.026174255,0.14397234,0.13956007,0.20853953,0.090532728,Met Standard,2.5,Very High Spending,1,10625,11269,10171,2369912,2053927,1.124541742,20548,0,0.821,0.911,233,24.9,0.89999998,8.6000004,6.5,0,0,3,5.5999999,8.6000004,8.1999998,8.1999998,6.9000001,9.8999996,6.9000001,6.9000001,10.3,9.8999996,9.3999996,6.4000001,0.89999998,42.900002,3.4000001,0,79,0.40000001,18,0,0.40000001,2.0999999,27,0,40,32.7754,-101.4501
2018,018901001,CLIFTON H S,018901,CLIFTON ISD,BOSQUE,12,N, ,N,N,N,N,09-12,S,26,-0.039000001,2,-0.092464596,-0.010236416,0.13149808,0.014538163,0.009353628,0.07713154,Met Standard,3,Low Spending,4,8380.666667,8642,7638,2237814,2074191,1.141842385,9413,0,0.812,0.879,293,44.700001,3.0999999,14.3,10.7,0,0,0,0,0,0,0,0,0,0,0,23.9,26.6,21.799999,27.6,3.0999999,92.800003,7.8000002,1.7,62.099998,2.7,29.4,0,1.7,2.4000001,24.6,0,40,31.7887,-97.5904
2018,018901041,CLIFTON MIDDLE,018901,CLIFTON ISD,BOSQUE,12,N, ,N,N,N,N,06-08,M,32,-0.017000001,2,-0.059861153,-0.048658513,0.11920096,0.025111845,0.073594347,0.075781763,Met Standard,1.5,Very High Spending,1,8243.333333,8189,7228,1546717,1449948,1.141842385,7483,0,0.812,0.879,214,51.400002,3.7,15,14.3,0,0,0,0,0,0,0,0,34.599998,28,37.400002,0,0,0,0,3.7,15.4,6.0999999,1.4,58.900002,1.4,32.700001,0,0,5.5999999,43.5,0,40,31.7894,-97.59
2018,018901101,CLIFTON EL,018901,CLIFTON ISD,BOSQUE,12,N, ,N,N,N,N,EE - 05,E,33,-0.015,2,-0.062695414,0.019115698,0.12077286,0.0330678,0.038234405,0.077567518,Met Standard,3,Low Spending,4,6386.333333,6211,5475,2726561,2585060,1.141842385,5957,0,0.812,0.879,498,65.900002,11.8,8.3999996,16.1,0.80000001,8.3999996,14.3,15.1,14.5,14.9,15.3,16.9,0,0,0,0,0,0,0,11.8,0,3.2,0.60000002,54,2.2,37.299999,0,0.40000001,5.4000001,47.200001,0,40,31.7782,-97.5773
2018,018902001,MERIDIAN H S,018902,MERIDIAN ISD,BOSQUE,12,N, ,N,N,N,N,06-12,B,9,-0.132,1,-0.23834875,-0.26985276,0.13092519,-0.026359593,0.033531614,0.082645118,Met Standard,1.5,High Spending,2,8662.333333,8832,7819,1931387,1762788,1.141842385,9890,0,0.812,0.879,247,55.099998,3.5999999,14.2,9.5,0,0,0,0,0,0,0,0,8.8999996,17.4,13.8,16.200001,17.799999,13.4,12.6,3.2,66.400002,3.5999999,0.40000001,56.700001,2.4000001,36.400002,0,0,4,47,0,40,31.927,-97.6535
2018,018902101,MERIDIAN EL,018902,MERIDIAN ISD,BOSQUE,12,N, ,N,N,N,N,PK - 05,E,67,0.096000001,4,0.028246989,-0.21410169,0.13645096,0.16409034,0.21115887,0.089702286,Met Standard,4,Low Spending,4,7084,6801,6019,1360383,1246035,1.141842385,6681,0,0.812,0.879,226,73,7.5,10.6,11.8,0,7.0999999,12.4,13.7,14.6,19.9,17.700001,14.6,0,0,0,0,0,0,0,7.0999999,0,0.89999998,0.40000001,56.599998,3.5,35.400002,0,0,4,19.5,0,37,31.9417,-97.662
2018,018903001,MORGAN SCHOOL,018903,MORGAN ISD,BOSQUE,12,N, ,N,N,N,N,EE - 12,B,40,0.007,3,0.019473029,-0.017719518,0.15085128,-0.004836468,-0.15802428,0.097706787,Improvement Required,3,Average Spending,3,7994.333333,8656,7779,1034558,822389,1.141842385,10889,0,0.812,0.879,133,76.699997,5.3000002,18,22.700001,0.80000001,8.3000002,7.5,6,6,3,5.3000002,5.3000002,7.5,8.3000002,8.3000002,11.3,3.8,8.3000002,10.5,5.3000002,33.099998,0.80000001,0,30.799999,0.80000001,61.700001,0,0.80000001,6,12,0,25,32.0195,-97.6063
2018,018904001,VALLEY MILLS H S,018904,VALLEY MILLS ISD,BOSQUE,12,N, ,N,N,N,N,09-12,S,37,-0.001,2,0.040200867,-0.082645088,0.13896134,-0.042096686,-0.12787865,0.079421334,Met Standard,2.5,Average Spending,3,8800,8115,7331,1510099,1311308,1.123232614,10852,0,0.918,0.93,206,51.5,4.4000001,13.6,14.2,0,0,0,0,0,0,0,0,0,0,0,21.4,37.900002,18.9,21.799999,4.4000001,93.699997,4.9000001,0,67,3.4000001,28.6,0,0,1,51,0,40,31.6457,-97.4536
2018,018904041,VALLEY MILLS J H,018904,VALLEY MILLS ISD,BOSQUE,12,N, ,N,N,N,N,07-08,M,6,-0.155,1,-0.21881703,-0.12398307,0.1280133,-0.091297314,-0.093729183,0.08305975,Met Standard,3,Very Low Spending,5,4402.333333,4560,4077,379201,364300,1.123232614,4159,0,0.918,0.93,93,54.799999,9.6999998,15.1,9.5,0,0,0,0,0,0,0,0,0,53.799999,46.200001,0,0,0,0,9.6999998,22.6,6.5,1.1,65.599998,3.2,28,0,0,2.2,58.099998,0,40,31.6457,-97.4536
2018,018904101,VALLEY MILLS EL,018904,VALLEY MILLS ISD,BOSQUE,12,N, ,N,N,N,N,PK - 06,E,58,0.066,3,0.16239366,-0.019109963,0.12254094,-0.030424297,-0.058065534,0.078902863,Met Standard,3.5,Low Spending,4,6143.333333,6106,5489,1882763,1716197,1.123232614,6767,0,0.918,0.93,343,56.299999,5.8000002,11.1,12.6,0,7.9000001,11.4,11.1,14.3,10.5,14.6,16,14.3,0,0,0,0,0,0,5.8000002,0,3.2,0,70.800003,2.9000001,21.9,0,0,4.4000001,30.299999,0,40,31.6609,-97.4769
2018,018905003,WALNUT SPRINGS SCHOOL,018905,WALNUT SPRINGS ISD,BOSQUE,12,N, ,N,N,N,N,PK - 12,B,13,-0.103,1,-0.1592457,-0.090797342,0.14726301,-0.045910679,-0.081612222,0.093868606,Met Standard,3,Very Low Spending,5,7449.666667,8169,7242,1281778,1157269,1.141842385,10288,0,0.812,0.879,177,80.199997,19.200001,14.7,15.2,0,9,5.5999999,6.1999998,6.1999998,7.9000001,9.6000004,10.2,5.5999999,7.3000002,5.5999999,5.5999999,5.5999999,7.9000001,7.3000002,18.6,31.1,9,0,40.700001,0,58.799999,0,0,0.60000002,54.799999,0,39,32.0523,-97.7524
2018,018906001,IREDELL SCHOOL,018906,IREDELL ISD,BOSQUE,12,N, ,N,N,N,N,PK - 12,B,65,0.090000004,4,0.073903434,0.13834915,0.14779672,0.10601038,0.091645502,0.095063627,Met Standard,3.5,Average Spending,3,8797.666667,8845,7792,1090937,1029058,1.143195278,10211,0,0.812,0.879,140,56.400002,0.69999999,12.1,15.3,0,4.3000002,4.3000002,5,7.9000001,5.6999998,11.4,7.9000001,9.3000002,10.7,5,7.9000001,5,5.6999998,10,0.69999999,53.599998,0.69999999,0.69999999,70.699997,0,27.1,0,0,1.4,45,0,39,31.9867,-97.8692
2018,018907001,KOPPERL SCHOOL,018907,KOPPERL ISD,BOSQUE,12,N, ,N,N,N,N,PK - 12,B,51,0.045000002,3,0.01723717,-0.22112793,0.14583997,0.072008103,0.041805763,0.093052983,Met Standard,4,Very Low Spending,5,7477.666667,7348,6473,1501783,1430663,1.141842385,9793,0,0.812,0.879,232,72.800003,0.89999998,10.3,18.4,0,7.3000002,7.3000002,6,8.6000004,9.8999996,8.1999998,8.1999998,8.6000004,6.9000001,6.9000001,6.9000001,5.1999998,2.2,7.8000002,0.89999998,25,2.5999999,0,86.599998,0.89999998,12.1,0,0,0.40000001,13.4,0,40,32.0731,-97.5008
2018,018908001,CRANFILLS GAP SCHOOL,018908,CRANFILLS GAP ISD,BOSQUE,12,N, ,N,N,N,N,PK - 12,B,49,0.039000001,3,0.11209656,0.043349016,0.15210551,-0.033663988,-0.075014003,0.097188845,Met Standard,3.5,Low Spending,4,9228.333333,10002,8905,1228920,1066874,1.141842385,13544,0,0.812,0.879,138,67.400002,8.6999998,10.9,15.2,0,8.6999998,5.8000002,4.3000002,7.1999998,12.3,10.1,3.5999999,7.1999998,7.1999998,6.5,5.0999999,9.3999996,7.1999998,5.0999999,8.6999998,47.799999,0,0,63,1.4,31.200001,0,0,4.3000002,42.799999,0,40,31.7695,-97.8248
2018,019901001,DEKALB H S,019901,DEKALB ISD,BOWIE,8,N, ,N,N,N,N,09-12,S,10,-0.125,1,-0.14085399,-0.14563414,0.14151129,-0.11008902,-0.14798249,0.079980008,Met Standard,1,Very High Spending,1,8976,8610,8187,1883048,1614988,1.060282214,9209,1,0.889,0.801,230,57.799999,2.2,10,16.200001,0,0,0,0,0,0,0,0,0,0,0,26.5,27,20.4,26.1,0.89999998,97,9.1000004,0,64.800003,20.9,9.1000004,0,1.7,3.5,22.200001,0,40,33.5079,-94.6228
2018,019901041,DEKALB MIDDLE,019901,DEKALB ISD,BOWIE,8,N, ,N,N,N,N,05-08,M,10,-0.125,1,-0.070489094,-0.10287281,0.11987759,-0.17986223,-0.16640812,0.075618677,Met Standard,1,Very High Spending,1,7347.666667,7193,6802,1836565,1749985,1.060282214,7231,1,0.889,0.801,270,66.300003,5.1999998,10.4,16,0,0,0,0,0,0,0,26.299999,25.200001,26.299999,22.200001,0,0,0,0,4.8000002,0,10.4,0,64.400002,18.1,11.1,0,0.69999999,5.5999999,53.700001,0,40,33.5114,-94.6273
2018,019901102,DEKALB EL,019901,DEKALB ISD,BOWIE,8,N, ,N,N,N,N,EE - 04,E,54,0.056000002,3,0.20926447,0.20626315,0.13104801,-0.097755991,0.00410689,0.087134451,Met Standard,3,Average Spending,3,6567.666667,6659,6297,2078028,1982756,1.060282214,6304,1,0.889,0.801,330,73.300003,5.1999998,9.1000004,18.9,0.30000001,21.5,14.5,14.5,15.8,14.8,18.5,0,0,0,0,0,0,0,0,5.1999998,0,3,0.30000001,57,20.9,13.9,0,0.30000001,7.5999999,37.900002,0,40,33.5071,-94.6231
2018,019902002,HOOKS H S,019902,HOOKS ISD,BOWIE,8,N, ,N,N,N,N,09-12,S,92,0.20100001,5,0.37321493,0.39947969,0.12847835,0.028968204,0.010036126,0.07662119,Met Standard,4,Average Spending,3,8725,8084,7669,2699528,2421708,1.060282214,10590,1,0.889,0.801,352,44.900002,2.5999999,9.6999998,11.9,0,0,0,0,0,0,0,0,0,0,0,25.6,24.700001,27,22.700001,2.5999999,90.099998,8.8000002,0.30000001,70.699997,12.8,9.6999998,0,0.60000002,6,36.900002,0,40,33.4679,-94.2841
2018,019902041,HOOKS J H,019902,HOOKS ISD,BOWIE,8,N, ,N,N,N,N,05-08,M,11,-0.119,1,-0.23180744,-0.28405827,0.11884096,-0.006057248,-0.043701962,0.075143173,Met Standard,1,Very High Spending,1,7708.333333,7414,7034,1835869,1644699,1.060282214,8770,1,0.889,0.801,261,55.200001,2.7,10.7,16.200001,0,0,0,0,0,0,0,29.1,20.299999,23.4,27.200001,0,0,0,0,2.7,15.3,13.8,0,68.599998,12.3,10.3,0,0,8.8000002,49.799999,0,40,33.5174,-94.2893
2018,019902102,HOOKS EL,019902,HOOKS ISD,BOWIE,8,N, ,N,N,N,N,EE - 04,E,96,0.23800001,5,0.35447821,0.37055546,0.12907957,0.12116744,0.20434156,0.086037561,Met Standard,4,Average Spending,3,6210,6184,5867,1930339,1730792,1.060282214,7030,1,0.889,0.801,329,63.200001,4.9000001,11.9,17.700001,0.30000001,7.3000002,15.8,19.5,18.5,18.799999,19.799999,0,0,0,0,0,0,0,0,4.9000001,0,5.1999998,0,66.900002,11.9,10.3,0,0,10.9,41.299999,0,40,33.47,-94.2591
2018,019903001,MAUD SCHOOL,019903,MAUD ISD,BOWIE,8,N, ,N,N,N,N,EE - 12,B,13,-0.106,1,-0.19567052,-0.21525648,0.14138496,-0.017047811,-0.01042339,0.088002034,Met Standard,2.5,Low Spending,4,7295.333333,7343,6974,3375386,2963967,1.060282214,7975,1,0.889,0.801,484,58.900002,0,10.3,9.6000004,0.80000001,6.8000002,8.5,7,6.5999999,8.8999996,7,6,6.4000001,8.1000004,7.4000001,7.5999999,6.8000002,6,6,0,26.200001,4.0999999,0,83.300003,7,4.3000002,0.2,0.40000001,4.8000002,24.799999,0,40,33.3251,-94.3475
2018,019903002,NEW BOSTON DAEP,019903,MAUD ISD,BOWIE,8,N, ,N,N,Y,N,09-11,S,,,,,,,,,,Not Rated,,,,,,,,,1.060282214,,,0.889,0.801,4,100,0,50,100,0,0,0,0,0,0,0,0,0,0,0,25,0,75,0,0,0,0,0,75,25,0,0,0,0,100,,,33.4705,-94.425
2018,019905001,NEW BOSTON H S,019905,NEW BOSTON ISD,BOWIE,8,N, ,N,N,N,N,09-12,S,3,-0.19,1,-0.25816816,-0.36351874,0.12455437,-0.12248246,-0.13186347,0.0746613,Met Standard,2,Average Spending,3,7393,7246,6869,2775145,2525849,1.060282214,8393,1,0.889,0.801,404,52.700001,0.5,14.6,16.9,0,0,0,0,0,0,0,0,0,0,0,25,29,20.799999,25.200001,0.5,92.800003,8.3999996,0.2,67.099998,21.5,6.1999998,0.2,0.5,4.1999998,56.900002,0,38,33.4569,-94.42
2018,019905041,NEW BOSTON MIDDLE,019905,NEW BOSTON ISD,BOWIE,8,N, ,N,N,N,N,06-08,M,4,-0.18000001,1,-0.22929481,-0.2099573,0.11729537,-0.12989469,-0.09395396,0.0739685,Met Standard,2.5,Low Spending,4,6664.666667,7073,6690,1913431,1814953,1.060282214,7530,1,0.889,0.801,286,72.400002,3.8,17.5,14.5,0,0,0,0,0,0,0,0,38.5,27.299999,34.299999,0,0,0,0,3.0999999,0,10.1,0.69999999,58.400002,22.700001,8.6999998,0,0,9.3999996,59.799999,0,40,33.4954,-94.4078
2018,019905101,CRESTVIEW EL,019905,NEW BOSTON ISD,BOWIE,8,N, ,N,N,N,N,03-05,E,45,0.025,3,0.022229047,0.26495481,0.11952429,0.028592853,0.18934351,0.076619633,Met Standard,3,Average Spending,3,6705,6934,6574,1781586,1619664,1.060282214,7178,1,0.889,0.801,271,77.5,2.5999999,17.700001,14.6,0,0,0,0,0,30.6,30.6,38.700001,0,0,0,0,0,0,0,2.5999999,0,11.1,0.40000001,60.099998,21.799999,4.4000001,0.40000001,0,12.9,55.400002,0,27,33.4693,-94.4077
2018,019905103,OAKVIEW PRI SCHOOL,019905,NEW BOSTON ISD,BOWIE,8,N, ,N,N,N,N,EE - 02,E,,,,,,,,,,Met Standard,,Low Spending,4,5839,5933,5627,2126922,1922006,1.060282214,6015,1,0.889,0.801,378,83.599998,3.7,13.2,21.9,1.9,23,23.799999,23,28.299999,0,0,0,0,0,0,0,0,0,0,3.7,0,1.6,0,54.200001,23,11.9,0.30000001,0.30000001,10.3,55.599998,0,40,33.4658,-94.4071
2018,019906001,REDWATER H S,019906,REDWATER ISD,BOWIE,8,N, ,N,N,N,N,09-12,S,23,-0.050999999,2,-0.083047405,-0.046787541,0.12896249,-0.018453853,0.023130581,0.076460145,Met Standard,2.5,Average Spending,3,8662,9305,8839,3014238,2632295,1.060282214,13068,1,0.889,0.801,341,28.700001,0.89999998,9.6999998,11.5,0,0,0,0,0,0,0,0,0,0,0,21.700001,24.6,28.700001,24.9,0.89999998,93.5,14.4,1.8,90.300003,2.3,3.2,0,0.89999998,1.5,29.9,0,40,33.3653,-94.2488
2018,019906041,REDWATER J H,019906,REDWATER ISD,BOWIE,8,N, ,N,N,N,N,07-08,M,30,-0.026000001,2,0.021531079,0.15348418,0.12093679,-0.073735222,-0.014208069,0.076853573,Met Standard,2,High Spending,2,7474.333333,7431,7042,1175965,1077588,1.060282214,7657,1,0.889,0.801,167,37.700001,0.60000002,11.4,9.8000002,0,0,0,0,0,0,0,0,0,46.099998,53.900002,0,0,0,0,0.60000002,0,12.6,0.60000002,94.599998,3,1.2,0,0,0.60000002,41.900002,0,40,33.3672,-94.2486
2018,019906101,REDWATER EL,019906,REDWATER ISD,BOWIE,8,N, ,N,N,N,N,EE - 03,E,,,,,,,,,,Met Standard,,High Spending,2,7251,6903,6540,2282344,2104581,1.060282214,6817,1,0.889,0.801,349,50.400002,0.89999998,10.6,11.7,0.89999998,13.2,20.1,20.9,22.1,22.9,0,0,0,0,0,0,0,0,0,0.89999998,0,4,0,88.800003,4.5999999,3.2,0.60000002,0.30000001,2.5999999,21.5,0,40,33.3651,-94.2493
2018,019906102,REDWATER MIDDLE,019906,REDWATER ISD,BOWIE,8,N, ,N,N,N,N,04-06,E,70,0.105,4,0.21184823,0.05544322,0.11792739,-0.001435532,-0.028563667,0.074303962,Met Standard,3,High Spending,2,7711.666667,7378,6988,1726032,1599401,1.060282214,7415,1,0.889,0.801,247,38.900002,0.80000001,9.3000002,8,0,0,0,0,0,0,32,35.200001,32.799999,0,0,0,0,0,0,0.80000001,0,9.3000002,0.80000001,90.300003,2.4000001,3.2,0.40000001,0.40000001,2.4000001,44.900002,0,40,33.3564,-94.2521
2018,019907002,TEXAS H S,019907,TEXARKANA ISD,BOWIE,8,N, ,N,N,N,N,09-12,S,15,-0.092,1,-0.17785788,-0.26273376,0.08564239,-0.005972106,-0.038719151,0.050735228,Met Standard,2,Average Spending,3,6910.666667,6641,6287,11367313,10605979,1.060282214,8005,1,0.889,0.801,1808,49.099998,2.0999999,9.3000002,13.8,0,0,0,0,0,0,0,0,0,0,0,28.4,26.799999,22.9,21.9,2.0999999,92.099998,10.2,1.6,41.200001,40,13.2,0.1,0.40000001,3.4000001,41.599998,0,40,33.4549,-94.0652
2018,019907003,OPTIONS,019907,TEXARKANA ISD,BOWIE,8,N,AEC OF CHOICE - DRS,Y,Y,N,N,09-12,S,,,,,,,-0.16717228,-0.13064308,0.093094029,Met Alternative Standard,,Average Spending,3,7642.333333,10001,9456,605212,577722,1.060282214,9614,1,0.889,0.801,64,75,0,9.3999996,69.900002,0,0,0,0,0,0,0,0,0,0,0,9.3999996,25,34.400002,31.299999,0,100,0,0,35.900002,50,9.3999996,0,0,4.6999998,93.800003,1,36,33.4465,-94.0635
2018,019907042,TEXAS MIDDLE,019907,TEXARKANA ISD,BOWIE,8,N, ,N,N,N,N,06-08,M,14,-0.096000001,1,-0.13595447,-0.081756383,0.081224136,-0.056111753,-0.079225801,0.049773756,Met Standard,1.5,High Spending,2,6420.666667,6312,5966,8675118,8339007,1.060282214,6908,1,0.889,0.801,1454,66.800003,4.4000001,11.2,12.9,0,0,0,0,0,0,0,0,32.700001,35.400002,31.9,0,0,0,0,4.4000001,0,6.6999998,1.2,34.900002,43.299999,15.5,0,0.40000001,4.6999998,43.900002,0,40,33.4513,-94.0679
2018,019907105,HIGHLAND PARK EL,019907,TEXARKANA ISD,BOWIE,8,N, ,N,N,N,N,PK - 05,E,88,0.177,5,0.21019635,0.15709957,0.099938877,0.14316358,0.11217178,0.070768595,Met Standard,5,Very Low Spending,5,5664.666667,5658,5349,1968375,1887880,1.060282214,6356,1,0.889,0.801,368,97.599998,40.5,6.8000002,15.6,0,10.1,17.4,15.2,17.700001,14.1,12,13.6,0,0,0,0,0,0,0,41,0,1.1,0,11.1,39.400002,44,0,0.30000001,5.1999998,69.599998,0,39,33.4404,-94.0468
2018,019907107,THERON JONES EARLY LITERACY CENTER,019907,TEXARKANA ISD,BOWIE,8,N, ,N,N,N,N,KG - 02,E,,,,,,,,,,Met Standard,,High Spending,2,7008,7362,6961,2791313,2671469,1.060282214,7948,1,0.889,0.801,401,97.5,4,6.1999998,19.1,0,0,38.400002,34.700001,26.9,0,0,0,0,0,0,0,0,0,0,4,0,0.69999999,0.2,5.1999998,81.5,7,0,0.5,5.5,70.099998,0,40,33.4313,-94.0729
2018,019907108,WESTLAWN EL,019907,TEXARKANA ISD,BOWIE,8,N, ,N,N,N,N,03-05,E,40,0.009,3,0.025317794,0.071965739,0.089561649,-0.008015521,0.000489034,0.060522385,Met Standard,2,Very High Spending,1,11188.66667,13021,12322,4275763,4024973,1.060282214,14814,1,0.889,0.801,347,94.5,3.2,15.6,16.5,0,0,0,0,0,33.099998,32.900002,34,0,0,0,0,0,0,0,3.2,0,2.9000001,0,5.5,85.900002,5.8000002,0,0,2.9000001,42.900002,0,37,33.4366,-94.0858
2018,019907109,NASH EL,019907,TEXARKANA ISD,BOWIE,8,N, ,N,N,N,N,PK - 05,E,75,0.121,4,0.2197725,0.21960773,0.088769965,0.022474857,0.020943882,0.0595681,Met Standard,4.5,Very Low Spending,5,4516.666667,4674,4418,3053120,2934957,1.060282214,5090,1,0.889,0.801,691,76.099998,25.6,6.0999999,11.2,0,9.3999996,16.5,14.2,14.2,14.6,15.8,15.3,0,0,0,0,0,0,0,25.6,0,4.8000002,1.2,39.200001,23.4,31.700001,0.1,0.30000001,4.0999999,59.200001,0,40,33.447,-94.1288
2018,019907111,SPRING LAKE PARK EL,019907,TEXARKANA ISD,BOWIE,8,N, ,N,N,N,N,PK - 05,E,64,0.083999999,4,0.14582562,0.16924413,0.098925672,0.023082305,0.028003255,0.069865808,Met Standard,3.5,Average Spending,3,6487.333333,6851,6481,2410785,2283981,1.060282214,7409,1,0.889,0.801,372,86.599998,2.2,7.3000002,25.700001,0,11.3,16.1,17.200001,15.3,15.6,12.4,12.1,0,0,0,0,0,0,0,1.9,0,3,0.80000001,22.799999,60.200001,7.5,0,0.30000001,8.3000002,61.599998,0,37,33.4597,-94.0526
2018,019907113,WAKE VILLAGE EL,019907,TEXARKANA ISD,BOWIE,8,N, ,N,N,N,N,EE - 05,E,58,0.068000004,3,0.094750553,0.10599758,0.089929074,0.04027817,0.063164376,0.060875569,Met Standard,2.5,High Spending,2,6601.666667,6763,6391,4077706,3932128,1.060282214,7193,1,0.889,0.801,638,81.199997,2.2,13.3,14.7,0.2,10.2,14.3,16,14.1,15.2,14.1,16,0,0,0,0,0,0,0,2.2,0,4.1999998,0.5,38.400002,42.900002,7.1999998,0,0.30000001,10.7,50.599998,0,40,33.4227,-94.1101
2018,019907115,PAUL LAURENCE DUNBAR EARLY EDUCATI,019907,TEXARKANA ISD,BOWIE,8,N, ,N,N,N,N,EE - PK,E,,,,,,,,,,Met Standard,,Very Low Spending,5,5870.666667,6583,6218,1902784,1849921,1.060282214,7165,1,0.889,0.801,306,99,3.9000001,7.8000002,0,4.9000001,95.099998,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9000001,0,0,0.30000001,4.5999999,82.699997,6.9000001,0,0.69999999,4.9000001,24.5,0,40,33.4256,-94.0699
2018,019907116,MARTHA & JOSH MORRISS MATH & ENGIN,019907,TEXARKANA ISD,BOWIE,8,N, ,N,N,N,N,KG - 05,E,96,0.236,5,0.31438133,0.28480852,0.092781074,0.15678532,0.15413512,0.063934252,Met Standard,4.5,Low Spending,4,5003.333333,4795,4537,1846416,1741773,1.060282214,5344,1,0.889,0.801,407,18.700001,0.5,0.69999999,3.5,0,0,16.5,17,16.200001,17.4,16.5,16.5,0,0,0,0,0,0,0,0.5,0,0,3.7,72.199997,13.5,3.9000001,0,1,5.6999998,8.3999996,0,16,33.4628,-94.1125
2018,019907117,WAGGONER CREEK EL,019907,TEXARKANA ISD,BOWIE,8,N, ,N,N,N,N,KG - 05,E,,,,,-0.007441923,0.10015456,,-0.11585058,0.070958272,Met Standard,,,,,6565,6207,1818780,1739656,1.060282214,7174,,0.889,0.801,293,42.700001,0.69999999,7.5,15.4,0,0,21.200001,20.1,14.3,14.7,15.7,14,0,0,0,0,0,0,0,0.30000001,0,8.1999998,2.4000001,64.800003,21.799999,4.0999999,0.69999999,0.30000001,5.8000002,48.099998,,,,
2018,019908001,LIBERTY-EYLAU H S,019908,LIBERTY-EYLAU ISD,BOWIE,8,N, ,N,N,N,N,09-12,S,6,-0.15700001,1,-0.25052211,-0.18956646,0.11742279,-0.062525786,-0.069218375,0.071723215,Met Standard,1.5,High Spending,2,8280.333333,8400,7954,5480603,5093807,1.060282214,10027,1,0.889,0.801,689,70.199997,0.40000001,15.8,18.4,0,0,0,0,0,0,0,0,0,0,0,27.4,22.1,25.5,25,0.40000001,88.400002,4.1999998,0,37.700001,51.200001,5.6999998,0.1,0.1,5.0999999,62.400002,0,40,33.3915,-94.0907
